               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
  99                0.00                0.00                0.00          1185379.62                0.00                0.00
 100                0.00                0.00                0.00          1589323.44                0.00                0.00
 101                0.00                0.00                0.00          2762451.77                0.00                0.00
 102          3218231.31                0.00          3050299.71          3070990.24                0.00                0.00
 103          5450230.45                0.00          4750685.95          3695442.34                0.00                0.00
 104          7958718.26                0.00          5856173.24          1508033.22                0.00                0.00
 105          8895850.74                0.00          6531661.01                0.00                0.00                0.00
 106         10435693.08                0.00          7829284.24                0.00                0.00                0.00
 107          8668021.79                0.00          6560910.28           497891.39                0.00                0.00
 108          6854267.95                0.00          5188807.83                0.00                0.00                0.00
 109          3527411.12                0.00          3393775.56           765572.86                0.00                0.00
 110           908372.10                0.00           861053.94          1926798.18                0.00                0.00
 111                0.00                0.00                0.00          1178120.51                0.00                0.00
 112                0.00                0.00                0.00          1225691.48                0.00                0.00
 113                0.00                0.00                0.00          2177684.17                0.00                0.00
 114          2413673.49                0.00          2287899.60          2349514.12                0.00                0.00
 115          5839533.39                0.00          5519940.09          5662521.48                0.00                0.00
 116          7635449.46                0.00          6400435.30          5377095.68                0.00                0.00
 117          4243630.99                0.00          3045571.03          1747881.16                0.00                0.00
 118          8942742.93                0.00          6773881.47          1887446.66                0.00                0.00
 119          9006130.37                0.00          6567987.46           155154.16                0.00                0.00
 120          6275056.93                0.00          3915644.83           391738.21                0.00                0.00
 121          3746250.50                0.00          3271559.40          2725191.28                0.00                0.00
 122           726697.39                0.00           688803.12          1514769.78                0.00                0.00
 123                0.00                0.00                0.00          1172406.25                0.00                0.00
 124                0.00                0.00                0.00          1573903.36                0.00                0.00
 125                0.00                0.00                0.00          1818469.54                0.00                0.00
 126          4022789.14                0.00          3812526.67          3865474.96                0.00                0.00
 127          5060929.04                0.00          4485183.20          4605070.09                0.00                0.00
 128          8788415.27                0.00          6773475.06          1989530.78                0.00                0.00
 129          9068199.37                0.00          6824286.52           218664.36                0.00                0.00
 130         10503417.82                0.00          5801113.42          1009980.27                0.00                0.00
 131          9706391.82                0.00          3955927.92                0.00                0.00                0.00
 132          6215683.49                0.00          3255305.03          1058711.30                0.00                0.00
 133          2806752.30                0.00          2204024.75           489293.34                0.00                0.00
 134           567326.38                0.00           454269.82          1409224.58                0.00                0.00
 135                0.00                0.00                0.00          1233451.14                0.00                0.00
 136                0.00                0.00                0.00          1605729.08                0.00                0.00
 137                0.00                0.00                0.00          2248491.26                0.00                0.00
 138          4827346.97                0.00          4510237.60          4562959.63                0.00                0.00
 139          5450206.02                0.00          4546650.19          3674972.49                0.00                0.00
 140          7193779.69                0.00          5589874.94          4038161.51                0.00                0.00
 141          8355305.99                0.00          6052377.66           431907.31                0.00                0.00
 142          9741348.25                0.00          7351936.57           399711.47                0.00                0.00
 143          9356137.99                0.00          5737927.62                0.00                0.00                0.00
 144          6895802.28                0.00          3525632.17           301322.53                0.00                0.00
 145          3345419.41                0.00          2152952.46                0.00                0.00                0.00
 146           730189.20                0.00           619328.24          1502593.31                0.00                0.00
 147                0.00                0.00                0.00          1225553.13                0.00                0.00
 148                0.00                0.00                0.00          1617094.60                0.00                0.00
 149                0.00                0.00                0.00          5282775.21                0.00                0.00
 150          4827346.97                0.00          4575843.20          4748318.99                0.00                0.00
 151          4282324.69                0.00          4059349.72          4204798.68                0.00                0.00
 152          8045578.29                0.00          7121092.06          6491629.78                0.00                0.00
 153         10577376.64                0.00          7645861.34          1615777.36                0.00                0.00
 154         11547510.94                0.00          8887678.43          2899973.48                0.00                0.00
 155          9050208.33                0.00          7561604.92          5729502.40                0.00                0.00
 156          6628414.92                0.00          4893747.44           185851.41                0.00                0.00
 157          4209707.86                0.00          2883323.96                0.00                0.00                0.00
 158           897832.83                0.00           835543.73          1879931.48                0.00                0.00
 159                0.00                0.00                0.00          1221970.23                0.00                0.00
 160                0.00                0.00                0.00          2027734.86                0.00                0.00
 161                0.00                0.00                0.00          3165268.66                0.00                0.00
 162          3620511.02                0.00          3431214.61          3458323.61                0.00                0.00
 163          6228834.80                0.00          5459002.30          5367338.45                0.00                0.00
 164          7607624.41                0.00          5923401.82          4052145.98                0.00                0.00
 165          9463186.65                0.00          6856865.40           673842.21                0.00                0.00
 166         11222505.20                0.00          8426792.48           352228.25                0.00                0.00
 167          9385575.71                0.00          6007713.90           464017.35                0.00                0.00
 168          6410157.47                0.00          3494628.17                0.00                0.00                0.00
 169          3623064.13                0.00          3271607.23          2114411.38                0.00                0.00
 170           908372.10                0.00           861060.50          1904086.80                0.00                0.00
 171                0.00                0.00                0.00          1961716.20                0.00                0.00
 172                0.00                0.00                0.00          1585836.43                0.00                0.00
 173                0.00                0.00                0.00          2296340.00                0.00                0.00
 174          4425068.85                0.00          4193491.28          4230071.34                0.00                0.00
 175          5060929.04                0.00          4460883.27          4619452.60                0.00                0.00
 176          6835331.86                0.00          6076713.31          6141424.05                0.00                0.00
 177          7608075.71                0.00          5462825.94          3306079.33                0.00                0.00
 178         10366113.79                0.00          7659909.75           485252.92                0.00                0.00
 179         10095586.56                0.00          7084544.40           359467.58                0.00                0.00
 180          5915289.21                0.00          3371449.44                0.00                0.00                0.00
 181          3389306.90                0.00          2329058.39           574766.81                0.00                0.00
 182           723907.82                0.00           681153.15          1543648.99                0.00                0.00
 183                0.00                0.00                0.00          1208206.86                0.00                0.00
 184                0.00                0.00                0.00          1250405.42                0.00                0.00
 185                0.00                0.00                0.00          2129589.56                0.00                0.00
 186          2413673.49                0.00          2288016.76          2397629.75                0.00                0.00
 187          4671626.10                0.00          4428278.58          4560062.12                0.00                0.00
 188          7640031.53                0.00          6515705.76          5724392.65                0.00                0.00
 189          9403811.32                0.00          6730375.03          1812779.98                0.00                0.00
 190         10987462.02                0.00          8092832.09                0.00                0.00                0.00
 191          8718630.99                0.00          6124823.97          1221270.78                0.00                0.00
 192          6083911.13                0.00          3916341.61                0.00                0.00                0.00
 193          2870180.73                0.00          2389711.91           207629.06                0.00                0.00
 194           704230.50                0.00           665878.22          1532621.26                0.00                0.00
 195                0.00                0.00                0.00          1192366.91                0.00                0.00
 196                0.00                0.00                0.00          1155112.07                0.00                0.00
 197                0.00                0.00                0.00          1826720.36                0.00                0.00
 198          4022789.14                0.00          3786443.29          3792770.64                0.00                0.00
 199          5450199.90                0.00          4519204.68          3408620.21                0.00                0.00
 200          8293911.37                0.00          6109468.97          2491395.59                0.00                0.00
 201          8469230.09                0.00          6290346.04           119799.58                0.00                0.00
 202          9755097.01                0.00          7220980.07           588290.69                0.00                0.00
 203          8643582.20                0.00          4595367.61           112657.94                0.00                0.00
 204          5412168.76                0.00          2782498.66           122832.03                0.00                0.00
 205          3138416.79                0.00          2935497.06          3040115.84                0.00                0.00
 206           908372.10                0.00           861033.45          1866650.26                0.00                0.00
 207                0.00                0.00                0.00          1194111.56                0.00                0.00
 208                0.00                0.00                0.00          1223203.96                0.00                0.00
 209                0.00                0.00                0.00          2319010.14                0.00                0.00
 210          3218231.31                0.00          3050113.43          3107736.38                0.00                0.00
 211          5060929.04                0.00          4416696.82          4164900.51                0.00                0.00
 212          7614820.39                0.00          6036499.61          3672151.76                0.00                0.00
 213          8782297.34                0.00          6327647.53          1169931.51                0.00                0.00
 214          9715990.16                0.00          7287340.37                0.00                0.00                0.00
 215          8636435.07                0.00          5802914.14                0.00                0.00                0.00
 216          6064778.27                0.00          3479725.61                0.00                0.00                0.00
 217          3056841.75                0.00          2452758.74           573149.69                0.00                0.00
 218           908372.10                0.00           861097.95          1907937.89                0.00                0.00
 219                0.00                0.00                0.00          1192551.30                0.00                0.00
 220                0.00                0.00                0.00          1559154.58                0.00                0.00
 221                0.00                0.00                0.00          1824833.05                0.00                0.00
 222          3218231.31                0.00          3050475.15          3107819.62                0.00                0.00
 223          5450230.45                0.00          4786217.58          4512535.92                0.00                0.00
 224          8031391.73                0.00          6893913.15          6447273.75                0.00                0.00
 225          8411782.37                0.00          6805510.15          5575603.17                0.00                0.00
 226         10075840.91                0.00          7533261.59            86213.67                0.00                0.00
 227          8665613.84                0.00          4877483.05           459664.46                0.00                0.00
 228          6606651.94                0.00          3257947.35            89877.07                0.00                0.00
 229          3708752.48                0.00          3319151.81          2347091.19                0.00                0.00
 230           864851.99                0.00           788720.17          1934919.83                0.00                0.00
 231                0.00                0.00                0.00          1196054.25                0.00                0.00
 232                0.00                0.00                0.00          1230119.42                0.00                0.00
 233                0.00                0.00                0.00          2184112.98                0.00                0.00
 234          3620511.02                0.00          3431840.31          3544293.61                0.00                0.00
 235          4671626.10                0.00          4426155.10          4568763.66                0.00                0.00
 236          6436462.63                0.00          5704033.21          6030994.57                0.00                0.00
 237          8484511.61                0.00          6373500.16          3856968.40                0.00                0.00
 238         10127888.04                0.00          7664592.60           784472.23                0.00                0.00
 239          8636435.07                0.00          6474494.60                0.00                0.00                0.00
 240          6369799.25                0.00          4915881.65          1792005.83                0.00                0.00
 241          3438882.22                0.00          3003828.71          1254853.70                0.00                0.00
 242           726697.39                0.00           688836.57          1529381.08                0.00                0.00
 243                0.00                0.00                0.00          1230595.87                0.00                0.00
 244                0.00                0.00                0.00          1550035.84                0.00                0.00
 245                0.00                0.00                0.00          1768849.20                0.00                0.00
 246          2815953.19                0.00          2669440.60          2856347.65                0.00                0.00
 247          4282324.69                0.00          4032612.35          4098669.86                0.00                0.00
 248          6034184.51                0.00          5251739.89          4823863.98                0.00                0.00
 249          8142461.96                0.00          6544068.45          5494552.27                0.00                0.00
 250          7985574.15                0.00          5895026.68          2167800.04                0.00                0.00
 251          7675444.64                0.00          5739833.03           407107.18                0.00                0.00
 252          7272454.97                0.00          5504074.89           121902.34                0.00                0.00
 253          2977148.09                0.00          2687476.67          2614712.37                0.00                0.00
 254           821162.24                0.00           732315.75          1130421.33                0.00                0.00
 255                0.00                0.00                0.00          1276927.22                0.00                0.00
 256                0.00                0.00                0.00          1451232.21                0.00                0.00
 257                0.00                0.00                0.00          2492897.07                0.00                0.00
 258          3027559.25                0.00          2869903.06          3021534.13                0.00                0.00
 259          4961293.94                0.00          4702848.06          4762744.04                0.00                0.00
 260          7772032.83                0.00          6559029.49          4793992.73                0.00                0.00
 261          7663214.60                0.00          5660744.78          2172298.08                0.00                0.00
 262          8293437.97                0.00          6246262.21           209737.78                0.00                0.00
 263          7876133.95                0.00          5517460.29                0.00                0.00                0.00
 264          5852424.76                0.00          3342811.65                0.00                0.00                0.00
 265          2948860.36                0.00          2582154.90           776600.96                0.00                0.00
 266           868116.75                0.00           800576.31          1511134.32                0.00                0.00
 267                0.00                0.00                0.00          1931638.05                0.00                0.00
 268                0.00                0.00                0.00          1712734.95                0.00                0.00
 269                0.00                0.00                0.00          2246544.98                0.00                0.00
 270          3944103.51                0.00          3738148.45          3778651.65                0.00                0.00
 271          5577432.39                0.00          5014166.13          4942517.63                0.00                0.00
 272          7541900.40                0.00          6442356.15          5513471.86                0.00                0.00
 273          8715043.84                0.00          6185192.50          1569837.70                0.00                0.00
 274          9317273.48                0.00          7363205.91          2511142.59                0.00                0.00
 275          7401908.84                0.00          4717913.01          2072367.55                0.00                0.00
 276          5249229.65                0.00          3563377.39          1372156.65                0.00                0.00
 277          3869888.97                0.00          3175419.41          2630190.77                0.00                0.00
 278          1090153.67                0.00           549619.84           956913.58                0.00                0.00
 279                0.00                0.00                0.00          1441414.43                0.00                0.00
 280                0.00                0.00                0.00          1809022.29                0.00                0.00
 281                0.00                0.00                0.00          2012495.31                0.00                0.00
 282          3873089.21                0.00          3670985.94          3751627.11                0.00                0.00
 283          5440001.84                0.00          4890017.83          4987610.78                0.00                0.00
 284          7580932.14                0.00          6042600.11          4043736.62                0.00                0.00
 285          8866441.72                0.00          6736484.99          1133321.26                0.00                0.00
 286          9237623.79                0.00          4943998.81           512299.31                0.00                0.00
 287          8008870.63                0.00          3607603.89           651932.74                0.00                0.00
 288          6064623.22                0.00          3541809.21          1224024.43                0.00                0.00
 289          3460751.07                0.00          3236737.60          3376635.86                0.00                0.00
 290           885890.61                0.00           839731.45          1458051.36                0.00                0.00
 291                0.00                0.00                0.00          1108309.66                0.00                0.00
 292                0.00                0.00                0.00          2021338.93                0.00                0.00
 293                0.00                0.00                0.00          2733267.64                0.00                0.00
 294          4082555.85                0.00          3869152.25          3856519.10                0.00                0.00
 295          5552909.47                0.00          4809476.96          3487120.97                0.00                0.00
 296          7579213.65                0.00          6189743.80          4877142.85                0.00                0.00
 297          9262531.24                0.00          6743651.73          1203612.04                0.00                0.00
 298          8770153.47                0.00          5908796.95          1398310.81                0.00                0.00
 299          7562298.57                0.00          3905109.83           708036.53                0.00                0.00
 300          5417753.30                0.00          2698429.62           139309.46                0.00                0.00
 301          3193563.52                0.00          2337138.57           972777.88                0.00                0.00
 302           761420.16                0.00           619509.58          1497602.37                0.00                0.00
 303                0.00                0.00                0.00           825155.48                0.00                0.00
 304                0.00                0.00                0.00          1010815.02                0.00                0.00
 305                0.00                0.00                0.00          1809981.68                0.00                0.00
 306          3592608.28                0.00          3405407.11          3493488.94                0.00                0.00
 307          6467410.15                0.00          5893362.08          6025430.55                0.00                0.00
 308          7800251.83                0.00          6359414.08          4979489.20                0.00                0.00
 309          9008495.24                0.00          6513644.66          1693695.70                0.00                0.00
 310          9516339.65                0.00          7033800.02                0.00                0.00                0.00
 311          8365593.13                0.00          5427848.43                0.00                0.00                0.00
 312          5465542.87                0.00          3143513.55                0.00                0.00                0.00
 313          2460958.55                0.00          2253251.09          1734478.36                0.00                0.00
 314           927783.93                0.00           879452.85          1669899.67                0.00                0.00
 315                0.00                0.00                0.00           638076.07                0.00                0.00
 316                0.00                0.00                0.00           735764.68                0.00                0.00
 317                0.00                0.00                0.00          1802959.27                0.00                0.00
 318          3386207.00                0.00          3209845.40          3333833.44                0.00                0.00
 319          5339866.57                0.00          5061720.31          5186898.00                0.00                0.00
 320          8358351.43                0.00          7109765.37          5858991.97                0.00                0.00
 321          8983390.60                0.00          6472063.22          2166964.35                0.00                0.00
 322          9874918.93                0.00          7259214.90                0.00                0.00                0.00
 323          7569252.71                0.00          5867626.58          1497583.73                0.00                0.00
 324          4890070.90                0.00          3723757.09           350563.64                0.00                0.00
 325          3258086.14                0.00          2789870.24           741081.95                0.00                0.00
 326           808105.37                0.00           758350.57          1137405.78                0.00                0.00
 327                0.00                0.00                0.00           770720.98                0.00                0.00
 328                0.00                0.00                0.00          1096984.33                0.00                0.00
 329                0.00                0.00                0.00          2173402.51                0.00                0.00
 330          3814847.27                0.00          3616129.48          3759046.74                0.00                0.00
 331          5306147.55                0.00          5017588.84          5124797.81                0.00                0.00
 332          7709394.04                0.00          6871700.71          7013800.19                0.00                0.00
 333          8909064.56                0.00          6770667.68          3688230.98                0.00                0.00
 334          9397447.39                0.00          6469557.22           614564.65                0.00                0.00
 335          7834545.92                0.00          3898060.97                0.00                0.00                0.00
 336          5663270.37                0.00          2989282.56                0.00                0.00                0.00
 337          2842606.45                0.00          2115199.83          1219127.85                0.00                0.00
 338           794624.91                0.00           357878.25           314255.85                0.00                0.00
 339                0.00                0.00                0.00           785774.32                0.00                0.00
 340                0.00                0.00                0.00          1234770.34                0.00                0.00
 341                0.00                0.00                0.00          1583702.03                0.00                0.00
 342          3779084.67                0.00          3582104.99          3666451.62                0.00                0.00
 343          5506418.09                0.00          5037662.73          5282302.15                0.00                0.00
 344          7601525.04                0.00          6424027.49          5912167.78                0.00                0.00
 345          9478495.79                0.00          6681944.18          1557089.57                0.00                0.00
 346          9298353.33                0.00          6974307.92                0.00                0.00                0.00
 347          7936426.56                0.00          6178820.33          2926984.85                0.00                0.00
 348          5337100.18                0.00          3829927.14          1938689.02                0.00                0.00
 349          3427690.09                0.00          2842129.28          1696306.50                0.00                0.00
 350           878128.30                0.00           607527.65           124109.09                0.00                0.00
 351                0.00                0.00                0.00           853556.51                0.00                0.00
 352                0.00                0.00                0.00          1048760.24                0.00                0.00
 353                0.00                0.00                0.00          2519277.93                0.00                0.00
 354          4060076.50                0.00          3834860.93          3482438.76                0.00                0.00
 355          6483192.58                0.00          5357480.66          2667809.32                0.00                0.00
 356          6784946.06                0.00          5421388.13          2574013.94                0.00                0.00
 357          8746392.07                0.00          6913422.43          2864676.37                0.00                0.00
 358          9810200.80                0.00          7476313.15          1229479.04                0.00                0.00
 359          7887516.15                0.00          4128638.07           237043.73                0.00                0.00
 360          5063245.52                0.00          2669961.31                0.00                0.00                0.00
 361          2922543.15                0.00          2030410.86                0.00                0.00                0.00
 362           699152.51                0.00           497144.82           782624.67                0.00                0.00
 363                0.00                0.00                0.00           676008.21                0.00                0.00
 364                0.00                0.00                0.00          1014624.39                0.00                0.00
 365                0.00                0.00                0.00          1960011.21                0.00                0.00
 366          4726793.48                0.00          4479520.37          4468174.43                0.00                0.00
 367          6854250.74                0.00          5711124.87          4293894.19                0.00                0.00
 368          8365147.57                0.00          6059156.12          1367339.44                0.00                0.00
 369          9169075.41                0.00          7071039.39          1588728.57                0.00                0.00
 370          9626030.49                0.00          6152417.99                0.00                0.00                0.00
 371          7501086.54                0.00          4035513.86          1464380.24                0.00                0.00
 372          4831812.08                0.00          3437876.89          3407358.81                0.00                0.00
 373          3224560.05                0.00          2691601.86          1612914.04                0.00                0.00
 374           610007.72                0.00           578278.37          1333362.88                0.00                0.00
 375                0.00                0.00                0.00           659747.50                0.00                0.00
 376                0.00                0.00                0.00          1385508.18                0.00                0.00
 377                0.00                0.00                0.00          2343309.48                0.00                0.00
 378          4609287.81                0.00          4368183.09          4317873.80                0.00                0.00
 379          5531962.80                0.00          4909970.33          4725719.10                0.00                0.00
 380          7510969.79                0.00          5956821.45          3755480.65                0.00                0.00
 381          8525302.76                0.00          6704967.20          3681827.22                0.00                0.00
 382          9561409.87                0.00          6995661.52           849817.65                0.00                0.00
 383          8502622.26                0.00          3280963.63           438256.36                0.00                0.00
 384          5515838.20                0.00          2128009.73           371584.30                0.00                0.00
 385          3465242.35                0.00          1564918.20           379337.35                0.00                0.00
 386           707588.52                0.00           670783.52          1410479.19                0.00                0.00
 387                0.00                0.00                0.00           487260.11                0.00                0.00
 388                0.00                0.00                0.00          1273065.23                0.00                0.00
 389                0.00                0.00                0.00          2116758.80                0.00                0.00
 390          2831886.76                0.00          2684405.20          2795296.90                0.00                0.00
 391          5961113.96                0.00          5366811.67          5445139.76                0.00                0.00
 392          8062467.66                0.00          6511097.59          4773337.49                0.00                0.00
 393          8497696.31                0.00          6315733.11          2587853.74                0.00                0.00
 394         10156464.28                0.00          7561628.83                0.00                0.00                0.00
 395          7535360.29                0.00          5576167.50          1068291.70                0.00                0.00
 396          5238440.70                0.00          3840826.99          1296903.63                0.00                0.00
 397          3041432.19                0.00          2525713.91          1515755.53                0.00                0.00
 398           701933.06                0.00           637157.80          1338850.21                0.00                0.00
 399                0.00                0.00                0.00           579787.99                0.00                0.00
 400                0.00                0.00                0.00          1009427.81                0.00                0.00
 401                0.00                0.00                0.00          1803886.93                0.00                0.00
 402          3490940.32                0.00          3309036.69          3385045.04                0.00                0.00
 403          5741940.33                0.00          5243015.57          5368087.38                0.00                0.00
 404          8763083.71                0.00          6858632.61          4917682.58                0.00                0.00
 405          9087407.48                0.00          6707539.25           452562.57                0.00                0.00
 406          9887898.00                0.00          7414546.84                0.00                0.00                0.00
 407          8215668.45                0.00          5657245.87           695420.60                0.00                0.00
 408          5628301.32                0.00          3829263.75           290503.86                0.00                0.00
 409          3039632.51                0.00          2782097.26           730018.86                0.00                0.00
 410           748970.95                0.00           709958.48          1086519.29                0.00                0.00
 411                0.00                0.00                0.00           651900.26                0.00                0.00
 412                0.00                0.00                0.00          1180002.60                0.00                0.00
 413                0.00                0.00                0.00          1450452.76                0.00                0.00
 414          3719820.94                0.00          3525970.99          3594834.77                0.00                0.00
 415          6156786.45                0.00          5693700.22          5737237.28                0.00                0.00
 416          8462331.55                0.00          6576859.13          3593139.12                0.00                0.00
 417          9277921.81                0.00          6645137.16           145446.80                0.00                0.00
 418          9466672.90                0.00          7087304.95           382193.95                0.00                0.00
 419          7987084.86                0.00          6148741.27          1230281.59                0.00                0.00
 420          5341203.13                0.00          4143638.87          1166308.83                0.00                0.00
