               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
 148                0.00                0.00                0.00          2684424.46                0.00                0.00
 149                0.00                0.00                0.00          8692590.10                0.00                0.00
 150          4827346.97                0.00          4575843.20          7867098.01                0.00                0.00
 151          4282324.69                0.00          4059349.72          6972692.89                0.00                0.00
 152          8045578.29                0.00          7121092.06         10908353.00                0.00                0.00
 153         10577376.64                0.00          7645861.34          3613847.81                0.00                0.00
 154         11547510.94                0.00          8887678.43          2978106.33                0.00                0.00
 155          9050208.33                0.00          7561604.92          5912528.47                0.00                0.00
 156          6628414.92                0.00          4893747.44           185851.41                0.00                0.00
 157          4209707.86                0.00          2883323.96                0.00                0.00                0.00
 158           897832.83                0.00           835543.73          3100248.05                0.00                0.00
 159                0.00                0.00                0.00          2018403.10                0.00                0.00
 160                0.00                0.00                0.00          3360178.71                0.00                0.00
 161                0.00                0.00                0.00          5275447.77                0.00                0.00
 162          3620511.02                0.00          3431214.61          5767991.13                0.00                0.00
 163          6228834.80                0.00          5459002.30          8684684.79                0.00                0.00
 164          7607624.41                0.00          5923401.82          5853830.01                0.00                0.00
 165          9463186.65                0.00          6856865.40           994988.60                0.00                0.00
 166         11222505.20                0.00          8426792.48           352228.25                0.00                0.00
 167          9385575.71                0.00          6007713.90           464017.35                0.00                0.00
 168          6410157.47                0.00          3494628.17                0.00                0.00                0.00
 169          3623064.13                0.00          3271607.23          3386947.91                0.00                0.00
 170           908372.10                0.00           861060.50          3143391.02                0.00                0.00
 171                0.00                0.00                0.00          3264747.73                0.00                0.00
 172                0.00                0.00                0.00          2638864.02                0.00                0.00
 173                0.00                0.00                0.00          3817933.52                0.00                0.00
 174          4425068.85                0.00          4193491.28          7030263.68                0.00                0.00
 175          5060929.04                0.00          4460883.27          7403887.91                0.00                0.00
 176          6835331.86                0.00          6076713.31          8398623.84                0.00                0.00
 177          7608075.71                0.00          5462825.94          3283362.89                0.00                0.00
 178         10366113.79                0.00          7659909.75           664672.44                0.00                0.00
 179         10095586.56                0.00          7084544.40           132959.07                0.00                0.00
 180          5915289.21                0.00          3371449.44                0.00                0.00                0.00
 181          3389306.90                0.00          2329058.39           591068.43                0.00                0.00
 182           723907.82                0.00           681153.15          2544029.54                0.00                0.00
 183                0.00                0.00                0.00          2013678.11                0.00                0.00
 184                0.00                0.00                0.00          2083565.32                0.00                0.00
 185                0.00                0.00                0.00          3532402.04                0.00                0.00
 186          2413673.49                0.00          2288016.76          3971499.69                0.00                0.00
 187          4671626.10                0.00          4428278.58          7515930.90                0.00                0.00
 188          7640031.53                0.00          6515705.76          9008987.36                0.00                0.00
 189          9403811.32                0.00          6730375.03          3160783.52                0.00                0.00
 190         10987462.02                0.00          8092832.09                0.00                0.00                0.00
 191          8718630.99                0.00          6124823.97          1271283.86                0.00                0.00
 192          6083911.13                0.00          3916341.61                0.00                0.00                0.00
 193          2870180.73                0.00          2389711.91           216729.57                0.00                0.00
 194           704230.50                0.00           665878.22          2551091.85                0.00                0.00
 195                0.00                0.00                0.00          1985334.88                0.00                0.00
 196                0.00                0.00                0.00          1923080.34                0.00                0.00
 197                0.00                0.00                0.00          3037408.80                0.00                0.00
 198          4022789.14                0.00          3786443.29          6292168.29                0.00                0.00
 199          5450199.90                0.00          4519204.68          6347809.55                0.00                0.00
 200          8293911.37                0.00          6109468.97          3642845.72                0.00                0.00
 201          8469230.09                0.00          6290346.04           119799.58                0.00                0.00
 202          9755097.01                0.00          7220980.07           616423.05                0.00                0.00
 203          8643582.20                0.00          4595367.61           112657.94                0.00                0.00
 204          5412168.76                0.00          2782498.66           122832.03                0.00                0.00
 205          3138416.79                0.00          2935497.06          4531070.62                0.00                0.00
 206           908372.10                0.00           861033.45          3109323.82                0.00                0.00
 207                0.00                0.00                0.00          1980477.45                0.00                0.00
 208                0.00                0.00                0.00          2030139.64                0.00                0.00
 209                0.00                0.00                0.00          3838328.00                0.00                0.00
 210          3218231.31                0.00          3050113.43          5130063.41                0.00                0.00
 211          5060929.04                0.00          4416696.82          7046224.06                0.00                0.00
 212          7614820.39                0.00          6036499.61          6237907.11                0.00                0.00
 213          8782297.34                0.00          6327647.53           867659.87                0.00                0.00
 214          9715990.16                0.00          7287340.37                0.00                0.00                0.00
 215          8636435.07                0.00          5802914.14                0.00                0.00                0.00
 216          6064778.27                0.00          3479725.61                0.00                0.00                0.00
 217          3056841.75                0.00          2452758.74           676965.90                0.00                0.00
 218           908372.10                0.00           861097.95          3173598.73                0.00                0.00
 219                0.00                0.00                0.00          1972377.54                0.00                0.00
 220                0.00                0.00                0.00          2590401.23                0.00                0.00
 221                0.00                0.00                0.00          3027431.68                0.00                0.00
 222          3218231.31                0.00          3050475.15          5165018.53                0.00                0.00
 223          5450230.45                0.00          4786217.58          6439240.60                0.00                0.00
 224          8031391.73                0.00          6893913.15          5643342.84                0.00                0.00
 225          8411782.37                0.00          6805510.15          4603694.88                0.00                0.00
 226         10075840.91                0.00          7533261.59                0.00                0.00                0.00
 227          8665613.84                0.00          4877483.05           459935.67                0.00                0.00
 228          6606651.94                0.00          3257947.35            89877.07                0.00                0.00
 229          3708752.48                0.00          3319151.81          3452139.04                0.00                0.00
 230           864851.99                0.00           788720.17          2884878.00                0.00                0.00
 231                0.00                0.00                0.00          1977894.87                0.00                0.00
 232                0.00                0.00                0.00          2040954.87                0.00                0.00
 233                0.00                0.00                0.00          3626986.56                0.00                0.00
 234          3620511.02                0.00          3431840.31          5868619.70                0.00                0.00
 235          4671626.10                0.00          4426155.10          7552565.86                0.00                0.00
 236          6436462.63                0.00          5704033.21          9070244.12                0.00                0.00
 237          8484511.61                0.00          6373500.16          1992312.17                0.00                0.00
 238         10127888.04                0.00          7664592.60           632168.36                0.00                0.00
 239          8636435.07                0.00          6474494.60                0.00                0.00                0.00
 240          6369799.25                0.00          4915881.65          1830342.03                0.00                0.00
 241          3438882.22                0.00          3003828.71          2045433.10                0.00                0.00
 242           726697.39                0.00           688836.57          2538448.51                0.00                0.00
 243                0.00                0.00                0.00          2042488.29                0.00                0.00
 244                0.00                0.00                0.00          2575102.92                0.00                0.00
 245                0.00                0.00                0.00          2941260.59                0.00                0.00
 246          2815953.19                0.00          2669440.60          4738744.63                0.00                0.00
 247          4282324.69                0.00          4032612.35          6776607.36                0.00                0.00
 248          6034184.51                0.00          5251739.89          8207182.10                0.00                0.00
 249          8142461.96                0.00          6544068.45          7166731.51                0.00                0.00
 250          7985574.15                0.00          5895026.68          1914168.13                0.00                0.00
 251          7675444.64                0.00          5739833.03           422494.14                0.00                0.00
 252          7272454.97                0.00          5504074.89           121902.34                0.00                0.00
 253          2977148.09                0.00          2687476.67          2659017.42                0.00                0.00
 254           821162.24                0.00           732315.75          1588405.14                0.00                0.00
 255                0.00                0.00                0.00           969384.14                0.00                0.00
 256                0.00                0.00                0.00          2417510.39                0.00                0.00
 257                0.00                0.00                0.00          4115076.88                0.00                0.00
 258          3027559.25                0.00          2869903.06          5014049.79                0.00                0.00
 259          4961293.94                0.00          4702848.06          7911564.11                0.00                0.00
 260          7772032.83                0.00          6559029.49          7394451.40                0.00                0.00
 261          7663214.60                0.00          5660744.78          1383406.97                0.00                0.00
 262          8293437.97                0.00          6246262.21           209737.78                0.00                0.00
 263          7876133.95                0.00          5517460.29                0.00                0.00                0.00
 264          5852424.76                0.00          3342811.65                0.00                0.00                0.00
 265          2948860.36                0.00          2582154.90          1247357.20                0.00                0.00
 266           868116.75                0.00           800576.31          2003462.28                0.00                0.00
 267                0.00                0.00                0.00          3197548.58                0.00                0.00
 268                0.00                0.00                0.00          2842559.44                0.00                0.00
 269                0.00                0.00                0.00          3725364.65                0.00                0.00
 270          3944103.51                0.00          3738148.45          6212495.14                0.00                0.00
 271          5577432.39                0.00          5014166.13          7241751.71                0.00                0.00
 272          7541900.40                0.00          6442356.15          6961986.35                0.00                0.00
 273          8715043.84                0.00          6185192.50           912138.08                0.00                0.00
 274          9317273.48                0.00          7363205.91          3088959.81                0.00                0.00
 275          7401908.84                0.00          4717913.01          1575464.97                0.00                0.00
 276          5249229.65                0.00          3563377.39          2014629.52                0.00                0.00
 277          3869888.97                0.00          3175419.41          2035044.00                0.00                0.00
 278          1090153.67                0.00           549619.84          1052453.88                0.00                0.00
 279                0.00                0.00                0.00          1365593.70                0.00                0.00
 280                0.00                0.00                0.00          2930198.71                0.00                0.00
 281                0.00                0.00                0.00          3350022.97                0.00                0.00
 282          3873089.21                0.00          3670985.94          6232552.11                0.00                0.00
 283          5440001.84                0.00          4890017.83          7808896.28                0.00                0.00
 284          7580932.14                0.00          6042600.11          1501463.70                0.00                0.00
 285          8866441.72                0.00          6736484.99           777436.68                0.00                0.00
 286          9237623.79                0.00          4943998.81           512299.31                0.00                0.00
 287          8008870.63                0.00          3607603.89           668177.11                0.00                0.00
 288          6064623.22                0.00          3541809.21          1856002.96                0.00                0.00
 289          3460751.07                0.00          3236737.60          4650792.34                0.00                0.00
 290           885890.61                0.00           839731.45          2415810.24                0.00                0.00
 291                0.00                0.00                0.00          1846977.67                0.00                0.00
 292                0.00                0.00                0.00          3360152.97                0.00                0.00
 293                0.00                0.00                0.00          4549771.01                0.00                0.00
 294          4082555.85                0.00          3869152.25          6368767.53                0.00                0.00
 295          5552909.47                0.00          4809476.96          5647295.45                0.00                0.00
 296          7579213.65                0.00          6189743.80          6282719.89                0.00                0.00
 297          9262531.24                0.00          6743651.73          1300686.78                0.00                0.00
 298          8770153.47                0.00          5908796.95          1422636.35                0.00                0.00
 299          7562298.57                0.00          3905109.83           708036.53                0.00                0.00
 300          5417753.30                0.00          2698429.62           139309.46                0.00                0.00
 301          3193563.52                0.00          2337138.57          1131705.65                0.00                0.00
 302           761420.16                0.00           619509.58          1866178.73                0.00                0.00
 303                0.00                0.00                0.00          1333676.39                0.00                0.00
 304                0.00                0.00                0.00          1676043.07                0.00                0.00
 305                0.00                0.00                0.00          3011928.22                0.00                0.00
 306          3592608.28                0.00          3405407.11          5815900.66                0.00                0.00
 307          6467410.15                0.00          5893362.08          9888980.05                0.00                0.00
 308          7800251.83                0.00          6359414.08          7063960.68                0.00                0.00
 309          9008495.24                0.00          6513644.66          2319954.06                0.00                0.00
 310          9516339.65                0.00          7033800.02                0.00                0.00                0.00
 311          8365593.13                0.00          5427848.43                0.00                0.00                0.00
 312          5465542.87                0.00          3143513.55                0.00                0.00                0.00
 313          2460958.55                0.00          2253251.09          2450468.81                0.00                0.00
 314           927783.93                0.00           879452.85          2768275.14                0.00                0.00
 315                0.00                0.00                0.00          1060239.95                0.00                0.00
 316                0.00                0.00                0.00          1224565.25                0.00                0.00
 317                0.00                0.00                0.00          2983259.26                0.00                0.00
 318          3386207.00                0.00          3209845.40          5523317.19                0.00                0.00
 319          5339866.57                0.00          5061720.31          8557937.58                0.00                0.00
 320          8358351.43                0.00          7109765.37          9145980.72                0.00                0.00
 321          8983390.60                0.00          6472063.22          3297441.05                0.00                0.00
 322          9874918.93                0.00          7259214.90                0.00                0.00                0.00
 323          7569252.71                0.00          5867626.58          1519718.11                0.00                0.00
 324          4890070.90                0.00          3723757.09           355014.44                0.00                0.00
 325          3258086.14                0.00          2789870.24           750024.56                0.00                0.00
 326           808105.37                0.00           758350.57          1886922.22                0.00                0.00
 327                0.00                0.00                0.00          1283401.97                0.00                0.00
 328                0.00                0.00                0.00          1811994.47                0.00                0.00
 329                0.00                0.00                0.00          3595899.00                0.00                0.00
 330          3814847.27                0.00          3616129.48          6218559.57                0.00                0.00
 331          5306147.55                0.00          5017588.84          7338984.81                0.00                0.00
 332          7709394.04                0.00          6871700.71          5661747.13                0.00                0.00
 333          8909064.56                0.00          6770667.68           257016.40                0.00                0.00
 334          9397447.39                0.00          6469557.22           631834.55                0.00                0.00
 335          7834545.92                0.00          3898060.97                0.00                0.00                0.00
 336          5663270.37                0.00          2989282.56                0.00                0.00                0.00
 337          2842606.45                0.00          2115199.83          1244530.19                0.00                0.00
 338           794624.91                0.00           357878.25           523759.75                0.00                0.00
 339                0.00                0.00                0.00          1301876.58                0.00                0.00
 340                0.00                0.00                0.00          2056892.47                0.00                0.00
 341                0.00                0.00                0.00          2630749.13                0.00                0.00
 342          3779084.67                0.00          3582104.99          6080462.43                0.00                0.00
 343          5506418.09                0.00          5037662.73          8594622.62                0.00                0.00
 344          7601525.04                0.00          6424027.49          7801806.37                0.00                0.00
 345          9478495.79                0.00          6681944.18          1635246.37                0.00                0.00
 346          9298353.33                0.00          6974307.92                0.00                0.00                0.00
 347          7936426.56                0.00          6178820.33          2990440.47                0.00                0.00
 348          5337100.18                0.00          3829927.14          2098702.99                0.00                0.00
 349          3427690.09                0.00          2842129.28          1603278.95                0.00                0.00
 350           878128.30                0.00           607527.65           206848.48                0.00                0.00
 351                0.00                0.00                0.00          1413781.32                0.00                0.00
 352                0.00                0.00                0.00          1742758.07                0.00                0.00
 353                0.00                0.00                0.00          4198636.00                0.00                0.00
 354          4060076.50                0.00          3834860.93          6002409.09                0.00                0.00
 355          6483192.58                0.00          5357480.66           991823.39                0.00                0.00
 356          6784946.06                0.00          5421388.13          2706507.94                0.00                0.00
 357          8746392.07                0.00          6913422.43          2746946.50                0.00                0.00
 358          9810200.80                0.00          7476313.15          1272571.18                0.00                0.00
 359          7887516.15                0.00          4128638.07           237043.73                0.00                0.00
 360          5063245.52                0.00          2669961.31                0.00                0.00                0.00
 361          2922543.15                0.00          2030410.86                0.00                0.00                0.00
 362           699152.51                0.00           497144.82          1120385.39                0.00                0.00
 363                0.00                0.00                0.00          1122521.72                0.00                0.00
 364                0.00                0.00                0.00          1685758.39                0.00                0.00
 365                0.00                0.00                0.00          3265127.31                0.00                0.00
 366          4726793.48                0.00          4479520.37          7439484.01                0.00                0.00
 367          6854250.74                0.00          5711124.87          7790850.75                0.00                0.00
 368          8365147.57                0.00          6059156.12           667144.28                0.00                0.00
 369          9169075.41                0.00          7071039.39          1621725.12                0.00                0.00
 370          9626030.49                0.00          6152417.99                0.00                0.00                0.00
 371          7501086.54                0.00          4035513.86          1487623.42                0.00                0.00
 372          4831812.08                0.00          3437876.89          3823326.60                0.00                0.00
 373          3224560.05                0.00          2691601.86          1912545.26                0.00                0.00
 374           610007.72                0.00           578278.37          2218871.87                0.00                0.00
 375                0.00                0.00                0.00          1099593.44                0.00                0.00
 376                0.00                0.00                0.00          2303022.27                0.00                0.00
 377                0.00                0.00                0.00          3904532.05                0.00                0.00
 378          4609287.81                0.00          4368183.09          7078526.95                0.00                0.00
 379          5531962.80                0.00          4909970.33          6558619.45                0.00                0.00
 380          7510969.79                0.00          5956821.45          3005822.68                0.00                0.00
 381          8525302.76                0.00          6704967.20          3510336.00                0.00                0.00
 382          9561409.87                0.00          6995661.52           869987.73                0.00                0.00
 383          8502622.26                0.00          3280963.63           438256.36                0.00                0.00
 384          5515838.20                0.00          2128009.73           381552.43                0.00                0.00
 385          3465242.35                0.00          1564918.20           388057.63                0.00                0.00
 386           707588.52                0.00           670783.52          2342792.50                0.00                0.00
 387                0.00                0.00                0.00           810332.30                0.00                0.00
 388                0.00                0.00                0.00          2121764.84                0.00                0.00
 389                0.00                0.00                0.00          3519260.34                0.00                0.00
 390          2831886.76                0.00          2684405.20          4633052.25                0.00                0.00
 391          5961113.96                0.00          5366811.67          8956148.24                0.00                0.00
 392          8062467.66                0.00          6511097.59          7156321.32                0.00                0.00
 393          8497696.31                0.00          6315733.11          3113540.02                0.00                0.00
 394         10156464.28                0.00          7561628.83                0.00                0.00                0.00
 395          7535360.29                0.00          5576167.50          1090607.20                0.00                0.00
 396          5238440.70                0.00          3840826.99          1732620.54                0.00                0.00
 397          3041432.19                0.00          2525713.91          1121248.16                0.00                0.00
 398           701933.06                0.00           637157.80          2143694.89                0.00                0.00
 399                0.00                0.00                0.00           959605.03                0.00                0.00
 400                0.00                0.00                0.00          1676985.53                0.00                0.00
 401                0.00                0.00                0.00          2991925.35                0.00                0.00
 402          3490940.32                0.00          3309036.69          5626900.91                0.00                0.00
 403          5741940.33                0.00          5243015.57          8737558.14                0.00                0.00
 404          8763083.71                0.00          6858632.61          5234122.05                0.00                0.00
 405          9087407.48                0.00          6707539.25                0.00                0.00                0.00
 406          9887898.00                0.00          7414546.84                0.00                0.00                0.00
 407          8215668.45                0.00          5657245.87           719979.02                0.00                0.00
 408          5628301.32                0.00          3829263.75           296041.72                0.00                0.00
 409          3039632.51                0.00          2782097.26           793504.96                0.00                0.00
 410           748970.95                0.00           709958.48          1802254.87                0.00                0.00
 411                0.00                0.00                0.00          1086500.43                0.00                0.00
 412                0.00                0.00                0.00          1967059.19                0.00                0.00
 413                0.00                0.00                0.00          2417421.27                0.00                0.00
 414          3719820.94                0.00          3525970.99          5973690.32                0.00                0.00
 415          6156786.45                0.00          5693700.22          9576936.76                0.00                0.00
 416          8462331.55                0.00          6576859.13          6675700.76                0.00                0.00
 417          9277921.81                0.00          6645137.16           904097.96                0.00                0.00
 418          9466672.90                0.00          7087304.95           382193.95                0.00                0.00
 419          7987084.86                0.00          6148741.27          1247889.90                0.00                0.00
 420          5341203.13                0.00          4143638.87          1235961.67                0.00                0.00
